customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Charges.Daily
7242-EDTYC,False,Male,0,False,True,44,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.55,819.95,0.6516666666666667
7242-QZLXF,True,Male,0,False,True,1,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,25.3,25.3,0.8433333333333334
7243-LCGGZ,False,Female,0,False,False,1,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.9,20.9,0.6966666666666667
7244-KXYZN,False,Female,0,False,False,24,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),20.45,527.35,0.6816666666666666
7244-QWYHG,False,Male,0,True,False,50,False,No phone service,DSL,True,False,False,True,True,False,One year,True,Bank transfer (automatic),44.45,2188.45,1.4816666666666667
7245-JMTTQ,False,Female,0,False,False,51,True,True,Fiber optic,False,True,True,True,True,True,One year,True,Electronic check,111.5,5703.25,3.716666666666667
7245-NIIWQ,False,Female,0,False,False,3,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.85,199.85,2.328333333333333
7246-ZGQDF,False,Female,0,False,True,1,True,False,DSL,True,False,False,True,False,False,Month-to-month,False,Electronic check,54.5,54.5,1.8166666666666667
7247-XOZPB,False,Male,0,True,False,53,True,True,DSL,True,False,True,True,True,False,One year,False,Bank transfer (automatic),77.4,4155.95,2.58
7248-VZQLC,True,Female,1,False,False,47,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Bank transfer (automatic),85.2,3969.35,2.8400000000000003
7249-WBIYX,True,Male,0,True,False,10,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,85.6,813.85,2.853333333333333
7250-EQKIY,True,Female,0,True,True,1,True,False,DSL,False,False,True,False,False,False,Month-to-month,False,Mailed check,50.45,50.45,1.6816666666666669
7251-LJBQN,False,Female,1,False,False,40,True,True,Fiber optic,False,False,True,True,True,True,One year,True,Credit card (automatic),103.75,4188.4,3.4583333333333335
7251-XFOIL,False,Female,0,False,False,61,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,False,Mailed check,89.2,5500.6,2.9733333333333336
7252-NTGSS,False,Female,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.15,45.15,1.505
7253-UVNDW,True,Female,0,False,False,46,True,False,DSL,False,False,True,True,False,False,Two year,False,Credit card (automatic),54.35,2460.15,1.8116666666666668
7254-IQWOZ,True,Male,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.65,69.65,2.3216666666666668
7255-SSFBC,False,Male,0,True,True,72,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),112.25,8041.65,3.7416666666666667
7266-GSSJX,False,Male,0,True,True,11,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,20.45,250.8,0.6816666666666666
7267-FRMJW,False,Female,0,True,True,25,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.1,486.05,0.67
7268-IGMFD,False,Male,1,False,False,18,True,True,Fiber optic,False,False,True,True,True,False,Month-to-month,False,Bank transfer (automatic),93.9,1743.9,3.1300000000000003
7268-WNTCP,False,Male,0,True,True,62,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.45,1297.35,0.6816666666666666
7269-JISCY,False,Female,0,False,False,55,True,False,DSL,False,False,False,False,False,False,One year,False,Bank transfer (automatic),45.05,2462.6,1.5016666666666665
7270-BDIOA,True,Female,0,False,False,22,True,True,Fiber optic,False,False,False,True,True,False,Month-to-month,True,Electronic check,90.0,1993.8,3.0
7271-AJDTL,False,Female,0,True,False,55,True,True,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Credit card (automatic),94.45,5073.1,3.1483333333333334
7272-QDCKA,False,Male,0,False,False,28,True,True,Fiber optic,False,True,False,False,True,True,One year,False,Electronic check,100.2,2688.45,3.3400000000000003
7273-TEFQD,True,Male,1,False,False,3,False,No phone service,DSL,False,False,True,False,False,True,Month-to-month,True,Electronic check,41.15,132.2,1.3716666666666666
7274-CGTOD,False,Male,0,False,False,62,False,No phone service,DSL,True,True,True,True,False,False,Two year,True,Bank transfer (automatic),43.7,2618.3,1.4566666666666668
7274-RTAPZ,True,Male,0,False,False,1,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,90.55,90.55,3.018333333333333
7277-KAMWT,False,Male,0,False,False,13,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.0,268.45,0.6666666666666666
7277-OZCGZ,False,Female,0,False,False,22,True,False,Fiber optic,True,False,False,True,False,True,Month-to-month,True,Electronic check,89.05,1886.25,2.9683333333333333
7278-CKDNC,False,Male,1,False,False,24,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,80.5,2088.45,2.683333333333333
7278-VXADF,,Male,1,True,False,16,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Credit card (automatic),85.05,1391.15,2.835
7279-BUYWN,True,Female,1,False,False,41,True,True,Fiber optic,True,True,True,False,True,True,Month-to-month,True,Electronic check,113.2,4689.5,3.7733333333333334
7279-NMVJC,False,Female,0,False,False,17,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.9,323.15,0.6633333333333333
7284-BUYEC,False,Female,0,False,False,5,False,No phone service,DSL,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),50.95,229.4,1.6983333333333335
7284-ZZLOH,False,Male,0,True,False,45,True,False,DSL,True,False,True,False,False,False,Two year,False,Credit card (automatic),53.3,2296.25,1.7766666666666666
7285-KLOTR,False,Female,0,True,False,12,True,True,DSL,True,False,True,False,True,True,One year,False,Electronic check,78.85,876.75,2.628333333333333
7291-CDTMJ,False,Male,0,False,False,1,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),19.65,19.65,0.6549999999999999
7293-LSCDV,False,Female,0,True,True,60,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),19.25,1103.25,0.6416666666666667
7294-TMAOP,True,Female,0,False,False,1,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,90.55,90.55,3.018333333333333
7295-EXSMO,,Female,1,False,False,3,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Mailed check,75.05,202.9,2.5016666666666665
7295-JOMMD,True,Female,0,False,True,4,True,False,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Bank transfer (automatic),98.1,396.3,3.27
7296-PIXQY,False,Female,0,True,True,14,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,70.2,1046.5,2.3400000000000003
7297-DVYGA,False,Female,0,False,False,51,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),19.85,996.95,0.6616666666666667
7298-IZWLY,False,Female,0,False,False,1,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.4,19.4,0.6466666666666666
7299-GNVPL,False,Female,0,True,True,23,True,False,Fiber optic,True,True,False,True,False,False,Month-to-month,False,Mailed check,84.4,1936.85,2.8133333333333335
7301-ABVAD,False,Female,0,False,False,72,True,True,DSL,False,True,True,True,True,True,Two year,False,Bank transfer (automatic),86.6,6350.5,2.8866666666666663
7302-ZHMHP,False,Female,0,False,False,1,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.15,19.15,0.6383333333333333
7305-PAPOZ,,Female,1,True,False,31,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,84.85,2633.4,2.828333333333333
7305-ZWMAJ,False,Male,0,True,False,30,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),20.7,587.1,0.69
7306-YDSOI,False,Male,0,True,True,69,True,False,DSL,True,True,True,False,False,False,Two year,True,Bank transfer (automatic),59.75,4069.9,1.9916666666666667
7310-EGVHZ,False,Male,0,False,False,1,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.2,20.2,0.6733333333333333
7311-MQJCH,False,Female,0,False,False,5,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,19.55,99.6,0.6516666666666667
7312-XSBAT,False,Male,0,False,False,1,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Electronic check,49.75,49.75,1.6583333333333334
7314-OXENN,True,Male,0,False,False,2,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,82.0,184.65,2.7333333333333334
7315-WYOAW,False,Male,0,False,False,13,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,False,Electronic check,100.75,1313.25,3.3583333333333334
7317-GGVPB,True,Male,0,True,False,71,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Credit card (automatic),108.6,7690.9,3.6199999999999997
7318-EIVKO,False,Male,0,False,False,8,True,True,DSL,False,False,False,False,True,False,Month-to-month,True,Electronic check,59.25,436.6,1.975
7319-VENRZ,False,Male,0,False,False,7,True,False,DSL,False,False,True,True,True,False,Month-to-month,False,Bank transfer (automatic),64.3,445.95,2.143333333333333
7319-ZNRTR,False,Male,0,True,True,25,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,19.6,411.15,0.6533333333333334
7321-KKSDU,False,Male,0,False,True,32,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.5,696.8,0.6833333333333333
7321-PKUYW,True,Female,0,False,False,11,True,True,Fiber optic,False,False,False,True,True,False,Month-to-month,False,Electronic check,90.15,987.95,3.0050000000000003
7321-VGNKU,False,Female,0,True,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.35,120.25,2.3449999999999998
7321-ZNSLA,False,Male,0,True,True,13,False,No phone service,DSL,True,True,False,True,False,False,Two year,False,Mailed check,40.55,590.35,1.3516666666666666
7322-OCWHC,False,Male,1,True,False,72,True,True,Fiber optic,True,True,True,True,False,False,Two year,True,Bank transfer (automatic),93.05,6735.05,3.1016666666666666
7325-ENZFI,False,Female,0,False,False,39,False,No phone service,DSL,True,True,False,True,False,False,One year,True,Bank transfer (automatic),40.3,1630.4,1.3433333333333333
7326-RIGQZ,False,Male,0,True,True,6,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.8,377.85,2.3266666666666667
7328-OWMOM,False,Female,0,False,True,31,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),20.1,589.25,0.67
7328-ZJAJO,False,Female,0,True,True,59,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.5,1222.65,0.65
7330-WZLNC,True,Female,0,False,False,5,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,90.8,455.5,3.0266666666666664
7336-RLLRH,False,Male,0,True,False,27,True,True,DSL,True,False,False,True,True,True,One year,False,Mailed check,80.85,2204.35,2.695
7337-CINUD,False,Female,0,True,True,8,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.5,159.35,0.65
7338-ERIVA,False,Male,0,False,True,39,False,No phone service,DSL,True,False,False,True,True,False,One year,False,Bank transfer (automatic),45.05,1790.6,1.5016666666666665
7339-POGZN,False,Female,0,False,False,4,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,50.7,214.55,1.6900000000000002
7340-EBEMV,,Male,0,True,False,29,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),80.15,2265.25,2.671666666666667
7340-KEFQE,False,Female,0,True,True,51,False,No phone service,DSL,True,False,False,True,False,False,Two year,False,Bank transfer (automatic),34.2,1782.0,1.1400000000000001
7341-LXCAF,True,Male,0,True,False,4,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.65,301.4,2.4883333333333337
7343-EOBEU,False,Male,0,True,False,3,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,23.6,89.05,0.7866666666666667
7346-MEDWM,False,Female,0,False,False,59,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,83.25,4949.1,2.775
7349-ALMUX,False,Male,0,False,False,37,True,False,DSL,True,True,True,True,False,False,Two year,False,Bank transfer (automatic),65.6,2313.8,2.1866666666666665
7351-KYHQH,False,Female,1,False,False,7,True,False,DSL,False,True,True,False,True,False,Month-to-month,True,Electronic check,64.95,493.65,2.165
7351-MHQVU,False,Female,0,False,False,6,False,No phone service,DSL,True,True,False,True,False,True,Month-to-month,False,Credit card (automatic),50.95,307.6,1.6983333333333335
7353-YOWFP,False,Female,0,False,False,7,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.25,129.15,0.675
7354-OIJLX,False,Male,0,False,False,9,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,75.85,724.65,2.5283333333333333
7356-AYNJP,False,Female,0,False,False,4,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,23.9,97.5,0.7966666666666666
7356-IWLFW,False,Male,0,True,True,46,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),80.0,3769.7,2.6666666666666665
7359-PTSXY,True,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,45.75,45.75,1.525
7359-SSBJK,True,Female,1,False,False,64,True,False,DSL,True,True,False,True,True,False,Two year,True,Credit card (automatic),70.2,4481.0,2.3400000000000003
7359-WWYJV,False,Male,0,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,False,Credit card (automatic),114.45,8375.05,3.815
7361-YPXFS,False,Female,1,False,False,28,True,True,DSL,False,True,True,True,False,False,Month-to-month,False,Bank transfer (automatic),64.45,1867.6,2.1483333333333334
7363-QTBIW,False,Female,0,True,False,9,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,79.75,769.1,2.658333333333333
7365-BVCJH,False,Male,0,False,False,1,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,24.4,24.4,0.8133333333333332
7369-TRPFD,False,Male,0,False,False,19,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,18.8,279.2,0.6266666666666667
7372-IVBIM,,Male,0,True,True,4,True,False,DSL,False,False,False,True,False,True,Month-to-month,False,Credit card (automatic),61.45,229.55,2.0483333333333333
7375-WMVMT,False,Male,1,True,False,71,True,False,Fiber optic,False,True,True,True,False,True,Two year,True,Credit card (automatic),95.5,6707.15,3.183333333333333
7377-DMMRI,True,Male,0,False,False,2,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,47.8,92.45,1.5933333333333333
7379-FNIUJ,False,Male,0,False,False,2,True,False,Fiber optic,True,True,False,False,True,True,Month-to-month,False,Electronic check,100.2,198.5,3.3400000000000003
7379-POKDZ,True,Male,0,True,False,3,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.3,208.85,2.3433333333333333
7382-DFJTU,False,Male,0,False,False,18,True,False,DSL,False,False,True,True,False,False,Month-to-month,False,Credit card (automatic),55.2,1058.1,1.84
7384-GHBPI,True,Male,0,True,False,3,False,No phone service,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.15,99.75,1.1716666666666666
7389-KBFIT,False,Female,0,True,True,2,False,No phone service,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,30.25,63.75,1.0083333333333333
7392-YYPYJ,False,Male,0,False,False,22,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,100.65,2415.95,3.355
7394-FKDNK,True,Female,0,True,False,9,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,89.45,853.1,2.981666666666667
7394-LWLYN,False,Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.15,123.8,2.3383333333333334
7395-IGJOS,True,Male,1,True,False,17,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),81.5,1329.2,2.716666666666667
7395-XWZOY,False,Male,0,False,False,20,False,No phone service,DSL,True,True,True,True,True,False,Month-to-month,True,Credit card (automatic),55.0,1165.55,1.8333333333333333
7396-VJUZB,False,Male,0,True,True,4,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.25,155.35,1.5083333333333333
7398-HPYZQ,False,Male,0,True,False,71,True,True,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),90.55,6404.0,3.018333333333333
7398-LXGYX,False,Male,0,True,False,44,True,True,Fiber optic,True,False,True,False,False,False,Month-to-month,True,Credit card (automatic),84.8,3626.35,2.8266666666666667
7398-SKNQZ,False,Female,0,True,False,3,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,94.9,273.2,3.1633333333333336
7399-QHBJS,False,Female,0,True,True,72,True,True,DSL,True,True,False,True,False,False,Two year,False,Credit card (automatic),66.75,4760.3,2.225
7401-JIXNM,False,Female,0,True,True,54,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),91.3,4965.0,3.0433333333333334
7401-RUBNK,False,Female,0,True,False,18,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,74.8,1438.05,2.493333333333333
7402-EYFXX,False,Male,1,False,False,26,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,93.6,2404.1,3.1199999999999997
7402-PWYJJ,False,Female,0,True,False,53,True,True,Fiber optic,False,False,False,True,False,True,One year,True,Electronic check,91.15,4862.5,3.0383333333333336
7404-JLKQG,False,Female,0,False,False,3,True,False,DSL,False,False,True,False,True,False,Month-to-month,False,Electronic check,57.55,161.45,1.9183333333333332
7407-SUJIZ,False,Male,0,False,False,25,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.6,541.5,0.6866666666666668
7408-OFWXJ,False,Female,0,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),89.8,6510.45,2.993333333333333
7409-JURKQ,False,Female,0,True,False,53,True,True,Fiber optic,False,True,True,True,True,True,One year,True,Bank transfer (automatic),111.8,5809.75,3.7266666666666666
7409-KIUTL,True,Female,1,False,True,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,71.0,71.0,2.3666666666666667
7410-KTVFV,True,Male,0,True,False,18,True,False,DSL,False,False,True,False,False,False,Month-to-month,True,Mailed check,49.55,878.35,1.6516666666666666
7410-OIEDU,False,Male,0,False,False,10,True,False,Fiber optic,True,False,True,False,False,False,Month-to-month,True,Mailed check,79.85,887.35,2.6616666666666666
7410-YTJIK,True,Female,0,False,False,7,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,75.45,480.75,2.515
7416-CKTEP,False,Female,0,True,False,57,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),19.6,1134.25,0.6533333333333334
7421-ZLUPA,False,Female,0,False,False,8,False,No phone service,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,29.25,226.95,0.975
7422-WNBTY,False,Male,0,True,False,33,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Electronic check,93.35,3092.0,3.1116666666666664
7426-GSWPO,False,Male,1,False,False,64,True,True,Fiber optic,True,True,False,False,True,True,Month-to-month,True,Bank transfer (automatic),103.5,6548.65,3.45
7426-RHZGU,False,Male,0,False,False,9,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Bank transfer (automatic),95.9,827.45,3.1966666666666668
7426-WEIJX,False,Male,1,True,True,60,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,80.95,4859.1,2.6983333333333333
7427-AUFPY,False,Male,0,False,False,54,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.65,1008.7,0.6549999999999999
7432-FFVAR,False,Female,0,True,True,46,True,False,Fiber optic,False,False,True,True,False,True,One year,False,Bank transfer (automatic),90.95,4236.6,3.0316666666666667
7432-XWSQO,,Female,0,True,False,71,True,True,DSL,True,True,True,True,True,True,Two year,False,Electronic check,90.1,6310.9,3.003333333333333
7434-SHXLS,True,Female,0,False,False,1,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.9,20.9,0.6966666666666667
7435-ZNUYY,False,Male,0,False,False,6,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.6,116.6,0.6866666666666668
7439-DKZTW,False,Male,0,False,False,1,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.55,80.55,2.685
7442-YGZFK,False,Male,0,False,False,1,True,True,DSL,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),49.8,49.8,1.66
7445-WMRBW,False,Female,0,False,False,48,True,True,DSL,False,True,True,True,True,False,One year,True,Bank transfer (automatic),73.85,3581.4,2.4616666666666664
7446-KQISO,False,Male,0,True,True,45,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),109.75,4900.65,3.658333333333333
7446-SFAOA,False,Female,0,True,False,37,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),19.85,717.5,0.6616666666666667
7446-YPODE,False,Male,1,False,False,11,True,True,DSL,True,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),60.25,662.95,2.0083333333333333
7449-HVPIV,False,Male,0,True,True,55,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Credit card (automatic),90.4,5099.15,3.0133333333333336
7450-NWRTR,True,Male,1,False,False,12,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,99.45,1200.15,3.315
7452-FOLON,False,Male,0,False,True,39,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),25.45,958.45,0.8483333333333333
7455-SDALK,,Male,0,True,True,29,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.75,1974.8,2.3583333333333334
7459-IMVYU,False,Male,0,False,False,38,True,True,DSL,True,True,True,True,False,False,Month-to-month,False,Electronic check,69.95,2657.55,2.3316666666666666
7459-RRWQZ,True,Female,0,False,False,15,True,True,DSL,True,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),64.65,994.55,2.1550000000000002
7460-ITWWP,False,Female,1,True,False,45,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Electronic check,86.1,3861.45,2.8699999999999997
7463-IFMQU,False,Female,0,True,False,72,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.05,1423.65,0.6683333333333333
7465-ZZRVX,False,Male,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.35,70.35,2.3449999999999998
7469-LKBCI,False,Male,0,False,False,16,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),18.95,326.8,0.6316666666666666
7470-DYNOE,False,Male,0,False,False,53,True,False,DSL,False,False,True,False,False,True,One year,True,Electronic check,61.1,3357.9,2.0366666666666666
7470-MCQTK,True,Female,0,True,False,13,False,No phone service,DSL,False,False,True,False,True,True,Month-to-month,True,Bank transfer (automatic),48.75,633.4,1.625
7471-MQPOS,False,Male,1,True,True,71,True,True,DSL,False,True,True,True,False,True,One year,True,Bank transfer (automatic),72.9,5139.65,2.43
7471-WNSUF,False,Male,0,True,False,60,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),24.15,1505.9,0.8049999999999999
7472-EQOAV,False,Male,1,True,True,71,True,False,Fiber optic,True,True,True,False,False,False,One year,True,Bank transfer (automatic),86.7,6179.35,2.89
7473-ZBDSN,False,Female,0,True,True,14,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,18.8,255.55,0.6266666666666667
7479-NITWS,True,Male,0,False,False,7,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Credit card (automatic),89.35,631.85,2.978333333333333
7480-QNVZJ,True,Male,1,False,False,50,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.7,4816.7,3.19
7480-SPLEF,False,Male,0,True,True,69,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),26.0,1796.55,0.8666666666666667
7481-ATQQS,True,Female,1,False,False,49,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Credit card (automatic),90.85,4515.85,3.0283333333333333
7483-IQWIB,False,Male,0,True,True,37,True,True,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Electronic check,92.95,3415.25,3.0983333333333336
7486-KSRVI,True,Male,0,False,False,43,True,True,Fiber optic,False,False,False,True,True,True,One year,True,Electronic check,100.0,4211.55,3.3333333333333335
7488-MXJIV,True,Female,0,False,False,4,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,85.65,321.65,2.855
7491-UYKGO,,Female,1,False,False,53,True,False,Fiber optic,True,True,False,True,False,True,One year,True,Mailed check,96.75,5206.55,3.225
7492-TAFJD,False,Male,0,True,True,7,False,No phone service,DSL,True,True,True,False,False,False,Two year,False,Mailed check,38.55,280.0,1.285
7493-GVFIO,False,Male,0,False,False,57,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.55,1252.85,0.685
7493-TPUWZ,True,Male,0,False,False,1,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,79.15,79.15,2.6383333333333336
7495-OOKFY,True,Female,1,True,False,8,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Credit card (automatic),80.65,633.3,2.6883333333333335
7501-IWUNG,False,Female,0,True,True,61,True,False,DSL,False,False,True,True,True,True,Two year,True,Bank transfer (automatic),73.8,4616.05,2.46
7501-VTYLJ,False,Female,0,False,True,2,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Mailed check,51.55,106.2,1.7183333333333333
7502-BNYGS,False,Female,0,True,False,46,True,False,DSL,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),69.1,3168.0,2.3033333333333332
7503-EPSZW,False,Female,0,True,True,64,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.05,1559.15,0.8016666666666666
7503-MIOGA,False,Female,1,True,False,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),89.85,6697.35,2.9949999999999997
7503-QQRVF,True,Male,1,True,False,16,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Credit card (automatic),74.3,1178.25,2.4766666666666666
